entrez_gene_id	gene_symbol	association_score	breast cancer	carcinoid	cervical cancer	colorectal cancer	endometrial cancer	glioma	head and neck cancer	liver cancer	lung cancer	lymphoma	melanoma	ovarian cancer	pancreatic cancer	prostate cancer	renal cancer	skin cancer	stomach cancer	testis cancer	thyroid cancer	urothelial cancer	adrenal gland_glandular cells	appendix_glandular cells	appendix_lymphoid tissue	bone marrow_hematopoietic cells	breast_adipocytes	breast_glandular cells	breast_myoepithelial cells	bronchus_respiratory epithelial cells	cerebellum_cells in granular layer	cerebellum_cells in molecular layer	cerebellum_Purkinje cells	cerebral cortex_endothelial cells	cerebral cortex_glial cells	cerebral cortex_neuronal cells	cerebral cortex_neuropil	"cervix, uterine_glandular cells"	"cervix, uterine_squamous epithelial cells"	colon_endothelial cells	colon_glandular cells	colon_peripheral nerve/ganglion	duodenum_glandular cells	epididymis_glandular cells	esophagus_squamous epithelial cells	fallopian tube_glandular cells	gallbladder_glandular cells	heart muscle_myocytes	hippocampus_glial cells	hippocampus_neuronal cells	kidney_cells in glomeruli	kidney_cells in tubules	lateral ventricle_glial cells	lateral ventricle_neuronal cells	liver_bile duct cells	liver_hepatocytes	lung_macrophages	lung_pneumocytes	lymph node_germinal center cells	lymph node_non-germinal center cells	nasopharynx_respiratory epithelial cells	oral mucosa_squamous epithelial cells	ovary_ovarian stroma cells	pancreas_exocrine glandular cells	pancreas_islets of Langerhans	parathyroid gland_glandular cells	placenta_decidual cells	placenta_trophoblastic cells	prostate_glandular cells	rectum_glandular cells	salivary gland_glandular cells	seminal vesicle_glandular cells	skeletal muscle_myocytes	skin 1_fibroblasts	skin 1_keratinocytes	skin 1_Langerhans	skin 1_melanocytes	skin 2_epidermal cells	small intestine_glandular cells	smooth muscle_smooth muscle cells	soft tissue 1_adipocytes	soft tissue 1_fibroblasts	soft tissue 1_peripheral nerve	soft tissue 2_adipocytes	soft tissue 2_fibroblasts	soft tissue 2_peripheral nerve	spleen_cells in red pulp	spleen_cells in white pulp	stomach 1_glandular cells	stomach 2_glandular cells	testis_cells in seminiferous ducts	testis_Leydig cells	thyroid gland_glandular cells	tonsil_germinal center cells	tonsil_non-germinal center cells	tonsil_squamous epithelial cells	urinary bladder_urothelial cells	uterus 1_cells in endometrial stroma	uterus 1_glandular cells	uterus 2_cells in endometrial stroma	uterus 2_glandular cells	vagina_squamous epithelial cells	ovary_follicle cells	soft tissue 1_chondrocytes	soft tissue 2_chondrocytes
1810	DR1	0.018758862	Medium	Medium	Medium	Medium	Low	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Low	Low	Medium	Medium	Medium	Medium	Medium	Low	Low	Medium	Medium	Medium	Medium	Medium	Medium	Low	Medium	Medium	Not detected	Low	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Low	Medium	Medium	Medium	Medium	Low	Medium	Low	Low	Medium	Medium	Medium	Medium	Medium	Medium	Low	Medium	Medium	Low	Medium	Medium	Medium	Medium	Medium	Medium	Low	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Low	Medium	Low	Low	Low	Low	Medium	Medium	Medium	Medium	High	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Low	Medium	Medium	Low	Low	NA
1819	DRG2	0.018758862	Low	Medium	Low	Low	Low	Medium	Medium	Medium	Medium	Medium	Medium	Low	Medium	Low	High	Medium	Medium	Medium	Medium	Medium	High	Low	Medium	Not detected	Medium	High	Medium	High	Not detected	Low	Low	Medium	Medium	High	Low	High	NA	Medium	High	NA	High	High	Low	Medium	High	High	Low	Medium	Medium	High	Low	High	Medium	Medium	High	High	Medium	High	Medium	High	Medium	Low	Medium	Medium	Medium	High	Medium	High	Medium	NA	Medium	Low	Low	Low	Low	High	Medium	Low	High	Medium	NA	Medium	Medium	NA	Not detected	Low	Medium	Medium	Medium	High	High	Medium	Medium	High	Medium	Medium	Medium	Low	Medium	Medium	NA	NA	NA
1820	ARID3A	0.018758862	Low	Low	Medium	High	Medium	Low	Medium	High	High	High	Low	Low	High	Low	Low	Low	High	High	Low	High	Not detected	Not detected	Low	High	Not detected	Low	Low	Low	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Low	Low	Not detected	Not detected	Not detected	NA	Low	Low	Not detected	Low	Low	Not detected	Not detected	Not detected	Low	Low	Not detected	Low	Not detected	Not detected	Low	Low	Medium	High	Low	Low	Not detected	Low	Low	Low	NA	High	Low	Not detected	Not detected	NA	Low	Low	Not detected	Not detected	Low	Not detected	Low	Low	Not detected	Low	NA	Not detected	Low	Low	Not detected	Medium	Medium	Medium	High	Low	Not detected	Medium	Medium	Not detected	Low	Low	Low	Not detected	Low	Not detected	NA	NA	NA
1855	DVL1	0.018758862	High	Medium	High	High	High	Low	Medium	Medium	High	Medium	High	High	High	High	Medium	Medium	High	Medium	High	Medium	High	High	Low	High	Not detected	Medium	Low	High	Medium	Medium	Low	Low	Medium	High	Low	NA	High	Low	High	Low	High	Low	High	High	High	High	Medium	Medium	Not detected	High	Medium	Medium	Medium	High	High	Medium	NA	High	High	Medium	Medium	Medium	Low	High	Low	Medium	Medium	High	High	High	Low	Low	Medium	Medium	Medium	High	High	Not detected	Low	Not detected	NA	Low	Low	NA	Not detected	High	High	High	Medium	High	High	High	High	High	High	Not detected	High	Not detected	Medium	High	NA	NA	NA
1861	TOR1A	0.018758862	Medium	Low	Low	Medium	Low	Low	Medium	Medium	Low	Medium	Low	Low	Low	Medium	Medium	Low	Low	Low	Medium	Low	Medium	Medium	Low	High	Medium	Low	Low	Low	Low	Medium	Medium	Not detected	Low	Medium	Low	Low	Low	Low	Medium	Medium	Medium	High	Low	High	High	High	Medium	Medium	Not detected	Medium	Low	High	NA	Medium	High	Low	Low	Not detected	High	Low	Not detected	Medium	Medium	High	High	High	Medium	Medium	Low	Medium	Low	Low	Low	Low	Low	Low	Medium	Not detected	Medium	Not detected	Not detected	High	Low	Not detected	High	NA	Medium	Medium	Medium	High	Medium	Medium	Low	Medium	Medium	Not detected	Low	Not detected	Medium	Low	NA	Medium	NA
1877	E4F1	0.018758862	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1879	EBF1	0.018758862	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1891	ECH1	0.018758862	Medium	High	High	High	Medium	Medium	Medium	High	Medium	Medium	Medium	Medium	High	High	High	Medium	High	Medium	Medium	Medium	High	High	High	Medium	Low	Medium	Low	Medium	Medium	Medium	Low	Medium	High	High	Low	Medium	Medium	Medium	High	Medium	High	High	Medium	Medium	High	High	High	Medium	Low	High	High	Medium	Medium	High	High	Medium	High	High	Medium	Medium	Low	Medium	High	Medium	Medium	High	High	High	Medium	Medium	Medium	Medium	Medium	Medium	Medium	High	High	Medium	Low	Low	Low	Medium	Low	Low	Medium	Medium	Medium	Medium	Medium	High	Medium	High	High	Medium	Medium	Low	High	Medium	High	Medium	NA	NA	NA
1917	EEF1A2	0.018758862	Medium	Medium	Low	Low	Low	Low	Low	Low	Low	Not detected	Not detected	Not detected	Not detected	Low	Low	Not detected	Low	Low	Not detected	Medium	Not detected	Low	NA	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Medium	Not detected	Not detected	Low	Low	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Low	Not detected	Not detected	Medium	Not detected	Low	Not detected	Not detected	Not detected	Low	Not detected	Low	Low	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Low	Not detected	Not detected	Not detected	Low	Medium	Medium	Not detected	Not detected	Medium	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Medium	Not detected	Not detected	Not detected	Not detected	Low	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Low	Not detected	Medium	Not detected	Not detected
1944	EFNA3	0.018758862	Medium	Medium	Medium	Medium	Medium	Medium	Medium	High	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Medium	High	High	Medium	High	High	Medium	Medium	Not detected	High	High	High	Medium	High	High	Medium	Medium	High	Medium	High	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Medium	High	Medium	High	Medium	Medium	Medium	High	Medium	Medium	High	High	Low	Medium	High	Medium	Medium	High	High	High	High	High	Medium	High	Medium	Medium	High	Medium	Medium	Medium	Medium	Medium	High	Low	Medium	Not detected	Low	Not detected	Medium	Medium	Medium	Medium	Medium	Medium	High	High	High	Medium	Medium	Medium	Medium	Medium	High	Medium	High	Low	NA	Medium	NA
1967	EIF2B1	0.018758862	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Low	Low	Medium	Medium	Medium	Low	Medium	Medium	Not detected	Medium	Not detected	Medium	Not detected	Low	Low	Low	Low	Low	Not detected	Medium	Low	Medium	Low	Low	Medium	Low	Medium	Medium	Medium	Medium	Medium	Not detected	Medium	Not detected	Low	Medium	Low	Medium	Low	Low	Low	Medium	Low	Not detected	Medium	Low	Not detected	Medium	Low	Not detected	Low	Medium	Medium	Medium	Medium	Medium	Low	Medium	Medium	Medium	Medium	Low	Medium	Low	Not detected	Not detected	Low	Low	NA	Low	Medium	Not detected	Low	Medium	Medium	Medium	Medium	Not detected	Not detected	Low	Medium	Not detected	Low	Not detected	Medium	Medium	NA	Not detected	Low
1983	EIF5	0.018758862	Medium	Medium	High	High	Low	Medium	Medium	Medium	Medium	Medium	High	High	Medium	Medium	Medium	Medium	High	High	Medium	Medium	High	High	Medium	Medium	Low	High	Medium	High	Medium	Medium	High	Low	Low	High	Low	Medium	Medium	Low	Medium	NA	High	High	Medium	Medium	High	Low	Low	High	Low	Medium	Medium	High	Medium	Low	Medium	Medium	Medium	Low	High	Low	Medium	High	High	High	Low	Low	High	Medium	Medium	High	Low	Medium	High	Low	Medium	Medium	Medium	Low	Low	Medium	Low	Low	Medium	NA	Medium	Medium	High	High	High	Medium	High	High	Low	High	Medium	Low	Medium	Low	High	Medium	Medium	NA	NA
2012	EMP1	0.018758862	Low	Not detected	Medium	Medium	Low	Low	High	Medium	Low	Not detected	Medium	Low	Medium	Low	High	Medium	Low	Not detected	High	Medium	High	Medium	Not detected	Medium	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Low	Not detected	Not detected	Medium	Not detected	Not detected	Medium	Not detected	Not detected	Not detected	Not detected	Medium	Low	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	NA	Not detected	Not detected	Not detected	Not detected	Medium	Not detected	Not detected	Not detected	Not detected	Not detected	Low	Medium	Not detected	NA	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Low	Not detected	Not detected	Medium	Medium	Not detected	Not detected	Not detected	Low	Not detected	Low	Not detected	Not detected	Low	Not detected	Not detected	Not detected
2026	ENO2	0.018758862	Low	Medium	Not detected	Medium	Not detected	High	Not detected	Not detected	Medium	Not detected	Low	Medium	Low	Not detected	High	Not detected	Not detected	Low	High	Low	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Low	High	Not detected	Not detected	Not detected	Not detected	High	High	Not detected	Not detected	Not detected	Not detected	Medium	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	High	High	Not detected	Not detected	High	High	Not detected	Not detected	Low	Not detected	Not detected	Not detected	Low	Not detected	Not detected	Not detected	Medium	Not detected	Not detected	Not detected	Low	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Medium	Not detected	Not detected	Medium	Not detected	Not detected	Medium	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	NA	NA
2039	DMTN	0.018758862	Not detected	Not detected	Not detected	Low	Not detected	Not detected	Not detected	Low	Medium	Not detected	Low	Medium	Not detected	Not detected	Not detected	Low	Low	Not detected	Medium	Low	Low	Not detected	Not detected	Medium	Not detected	Low	Not detected	Medium	Medium	Not detected	Not detected	Not detected	Not detected	Low	Medium	Low	Low	Medium	Medium	Medium	Not detected	Medium	Low	Not detected	Medium	Not detected	Not detected	Not detected	Medium	Medium	Low	Medium	Not detected	Low	Medium	Low	Not detected	Medium	Not detected	Not detected	Medium	Not detected	Not detected	Not detected	NA	Medium	Not detected	Low	Not detected	Low	Low	Not detected	Medium	Not detected	Medium	Medium	Low	Medium	Medium	Not detected	Medium	High	Not detected	Medium	Low	Not detected	Medium	Medium	Not detected	Low	Low	Medium	Medium	NA	Not detected	Not detected	Not detected	Not detected	Not detected	Medium	Low	NA	Low
2067	ERCC1	0.018758862	High	High	High	High	High	Medium	High	High	High	High	High	Medium	High	High	High	High	High	High	Medium	High	High	High	High	High	Low	High	Medium	High	High	High	Low	Low	High	High	Not detected	High	Medium	Medium	High	Medium	High	Medium	High	High	High	Medium	Low	Low	Medium	Medium	Low	Low	Low	Low	High	High	High	High	High	High	Medium	High	Medium	High	Low	High	Medium	High	High	Medium	High	Medium	Medium	Medium	Medium	Medium	High	Medium	Low	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Medium	High	High	High	High	High	High	High	Medium	Medium	Medium	Medium	Medium	Low	High	High
2068	ERCC2	0.018758862	Low	Low	Low	Low	Not detected	Medium	Medium	Low	Low	Low	Low	Low	Medium	Low	Low	Low	Low	Not detected	Low	Low	Medium	Medium	Medium	High	Medium	Low	Low	Low	Not detected	High	Not detected	Low	High	Low	Low	Low	Low	Low	Medium	Not detected	Low	Medium	Low	Medium	Low	Not detected	Medium	Not detected	Not detected	Low	High	Not detected	NA	Not detected	Medium	Medium	Not detected	Medium	Medium	Medium	Medium	Medium	Not detected	Medium	Medium	Medium	Low	Medium	Low	Low	Low	Medium	Medium	Low	Low	Low	Medium	Low	Medium	Medium	Medium	Medium	Medium	Medium	Low	Not detected	Medium	Medium	Medium	Medium	Low	Not detected	Low	Medium	Low	Low	Low	Not detected	Not detected	Low	NA	Low	NA
2071	ERCC3	0.018758862	Medium	Medium	Medium	Medium	Medium	Medium	High	Medium	Medium	Medium	High	Medium	High	Medium	Medium	High	High	High	Medium	High	Medium	High	Medium	Low	Not detected	High	Medium	High	Medium	Medium	High	High	Low	High	Medium	Medium	NA	High	High	High	High	Medium	High	High	High	Medium	Low	High	High	High	Low	High	Medium	High	Medium	Medium	Medium	High	NA	High	Medium	High	Medium	High	High	High	Medium	High	Medium	High	Medium	High	High	High	High	High	Medium	Medium	Not detected	High	High	Medium	Medium	NA	Low	Medium	High	High	High	High	Medium	Medium	Medium	High	High	Low	Medium	Not detected	Medium	High	High	NA	NA
2079	ERH	0.018758862	High	Medium	High	High	Medium	Medium	High	Medium	High	Medium	High	Medium	High	High	Medium	High	High	High	High	High	High	High	High	Medium	High	High	High	High	High	High	High	High	Medium	High	Not detected	High	High	High	High	NA	High	High	High	High	High	Medium	Medium	High	High	High	Medium	High	Medium	Not detected	High	High	Medium	Medium	High	High	High	Medium	Medium	High	High	High	Medium	High	High	High	High	High	High	High	High	High	High	Not detected	High	Medium	Medium	High	High	High	Not detected	Low	High	High	High	Medium	High	Medium	Medium	Medium	High	Medium	High	High	High	Medium	NA	NA	NA
2098	ESD	0.018758862	High	Medium	High	High	High	Low	Not detected	High	High	Medium	Medium	High	High	High	Low	Low	High	Medium	High	High	High	High	Not detected	Medium	Not detected	Low	Low	High	Medium	Medium	Low	Not detected	Medium	Medium	Medium	High	Not detected	Not detected	High	High	High	Medium	Not detected	Medium	High	Medium	Low	Medium	Not detected	Medium	Low	Medium	Not detected	Low	Low	Low	Not detected	Not detected	High	Not detected	Not detected	Low	High	Not detected	NA	Not detected	High	High	Medium	Not detected	Not detected	Not detected	Not detected	Not detected	Low	Not detected	High	Low	Not detected	Low	NA	Not detected	Low	Not detected	Medium	Not detected	High	High	Low	Medium	High	Not detected	Not detected	Not detected	Medium	Not detected	High	Low	High	Not detected	NA	NA	Medium
2100	ESR2	0.018758862	Medium	High	Medium	High	Medium	High	Medium	Medium	High	Low	High	High	Medium	Medium	Medium	Medium	Medium	Medium	Medium	High	High	High	Low	High	Medium	High	High	High	High	High	High	High	High	High	Medium	NA	High	High	High	High	Medium	High	Medium	Medium	High	High	High	High	High	High	High	High	Medium	Medium	High	High	Medium	Low	High	Medium	Medium	High	High	High	High	High	High	High	High	Medium	High	High	High	High	High	Medium	High	Medium	High	High	NA	High	Medium	NA	High	Medium	Medium	High	High	High	High	Medium	Medium	High	High	Low	Medium	NA	Medium	High	NA	NA	NA
2146	EZH2	0.018758862	Medium	High	High	High	Medium	Low	High	High	High	High	High	Medium	Medium	Low	Low	High	High	High	Medium	High	Medium	Medium	Medium	High	Not detected	Not detected	Not detected	Medium	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	High	Not detected	High	Not detected	High	Low	High	Medium	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Low	Not detected	Medium	Medium	High	High	Not detected	Low	Not detected	Not detected	Not detected	High	Not detected	High	Low	Not detected	Not detected	Not detected	Medium	Medium	Not detected	Medium	High	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Medium	Medium	High	High	High	Not detected	Not detected	High	Medium	Medium	Medium	Low	High	Not detected	Low	High	NA	NA	NA
2166	FAAH	0.018758862	High	Medium	Medium	High	Medium	Medium	High	Medium	Low	Medium	Medium	Medium	Medium	High	Medium	Medium	Medium	Medium	High	Medium	High	Medium	Medium	Medium	Not detected	High	Low	Medium	Medium	Medium	High	Not detected	Medium	High	Not detected	High	Medium	Low	High	NA	High	Medium	High	Medium	Medium	Medium	High	High	Low	Medium	Low	High	Medium	Medium	High	Low	Medium	Medium	High	High	Not detected	High	Medium	Medium	NA	High	High	High	High	High	Medium	Low	High	High	Medium	Low	High	Low	Not detected	Not detected	Not detected	Not detected	Low	NA	Low	Low	High	High	High	Medium	High	Medium	Medium	High	High	Low	High	Low	High	High	NA	Medium	NA
2168	FABP1	0.018758862	Not detected	Not detected	Not detected	Low	Not detected	Not detected	Not detected	Medium	Not detected	Not detected	Not detected	Medium	Low	Not detected	Not detected	Not detected	Medium	Not detected	Not detected	Not detected	Not detected	Medium	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Medium	Not detected	Medium	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Medium	Not detected	Not detected	Not detected	High	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Medium	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Medium	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected
2169	FABP2	0.018758862	Not detected	Not detected	Not detected	Low	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Low	Not detected	Low	Not detected	Not detected	Low	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	High	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Low	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	High	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected
2184	FAH	0.018758862	Medium	Not detected	Not detected	Low	Not detected	Not detected	Not detected	Medium	Low	Not detected	Low	Medium	Low	Low	Medium	Not detected	Not detected	Not detected	Medium	Not detected	Medium	Low	Not detected	Not detected	Not detected	Low	Low	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Low	Not detected	Low	Low	Not detected	Low	Medium	Not detected	Not detected	Not detected	Not detected	High	Not detected	Not detected	Not detected	High	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Low	Not detected	Not detected	Not detected	Low	Not detected	Low	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Low	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Low	Low	Low	Low	Low	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Low	Not detected	Not detected	NA	Not detected
2203	FBP1	0.018758862	Medium	Not detected	Medium	Medium	Low	Low	Medium	High	Medium	Low	Not detected	Low	Low	Medium	Low	Not detected	Low	Low	Medium	Medium	Medium	Low	Not detected	Low	Not detected	Not detected	Not detected	Not detected	Low	Not detected	Not detected	Low	Low	Medium	Not detected	Not detected	Not detected	Low	Medium	Medium	Medium	Medium	Not detected	Not detected	Medium	Not detected	Low	Medium	Not detected	Medium	Low	Medium	Low	High	High	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Low	Low	High	Medium	Not detected	Low	Medium	Low	Low	Low	Not detected	Not detected	Not detected	Not detected	Not detected	Medium	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Medium	Medium	Medium	Medium	Low	Not detected	Not detected	Not detected	Medium	Not detected	Low	Not detected	Low	Not detected	NA	Not detected	NA
2332	FMR1	0.018758862	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Low	Medium	High	Medium	Medium	Medium	Low	Medium	Low	High	High	Medium	Medium	Low	Medium	Not detected	High	High	High	Medium	Medium	High	Low	Not detected	High	Low	High	High	Medium	High	High	High	High	High	High	High	Medium	Low	High	Low	High	Low	Medium	Low	Medium	Medium	Medium	Medium	Medium	High	High	Low	Low	Not detected	High	High	High	Medium	High	Medium	Medium	Medium	Low	Low	Low	Medium	Medium	High	Not detected	Not detected	NA	NA	Not detected	Low	Low	Not detected	Not detected	High	High	Medium	Low	High	Medium	Medium	Medium	High	Not detected	Medium	Not detected	High	Medium	NA	NA	NA
